Token,Weight
CCCC(=O),0.0003850669760447709
c2cs,0.0003842898748958652
[nH]c1,0.0003826400936654505
NC(=O)[C@H](,0.0003808546315924311
c2Cl),0.00037972440123602803
c3cc(N,0.00037797225855794905
c2ccco2),0.0003718596778977581
[C@@](O)(,0.000370982729737876
[N+](=O)[O-])c1,0.00036941415638192915
C[C@H](C),0.00036941415638192915
c3ccc4c(c3)OCO4),0.0003692980962886045
CS(=O)(=O),0.0003689480688630221
CCN3,0.000367696677453501
Cc1cs,0.000367696677453501
N#Cc1ccc(,0.000365281561652733
c1=O,0.00036407270392360247
c(=O)n1,0.0003630087673601685
CCCCC3),0.0003609085187436857
c1ccn,0.0003584709382089046
[nH]n1,0.0003561560867984963
COC,0.0003546114621137775
C(N,0.0003541551272642699
ccc(N,0.0003510580957191446
CC#,0.00034607406079391616
=O)n(,0.00034366281682534657
c4c3),0.00034348124571418953
C(=O)N[C@H](,0.00034283202488500915
CC3(,0.0003406525645758498
Cc1nc2c(,0.0003374747879144487
[C@]1(C),0.0003324708695004395
n2)CC1,0.0003318443023301841
c2nc3ccccc3,0.0003257420931258526
C2=N,0.00031978888926268264
C(,0.00031978888926268264
=C3,0.00031978888926268264
N2),0.00031978888926268264
=N1,0.00031978888926268264
ns,0.00031556842596532124
CO1,0.00031024935055005347
C(F)(F)F)cc1,0.00030636019831783295
c2N,0.00030578111928725323
nc1C,0.0003020829952567467
C#N)cc2,0.0003009280496451132
C1CCN(,0.0002998630834642631
CCNCC3),0.00029667755603743687
c(C#N),0.00029477117001860427
n2)ccc1,0.0002935727074646565
[N+](=O)[O-])cc2,0.0002917976628684304
CCNC(=O),0.0002911537609205769
cn(C),0.0002891486356463808
c2ncnc3,0.0002831052294820711
Cc3ccccc3,0.0002831052294820711
nc(N3,0.00028185128727410707
[C@@H]1C,0.0002815655948333111
CSc1n,0.00028077031216514205
C(=O)C(,0.0002784493632471535
ccc(NC(=O),0.0002759389353930612
C(=O)OC),0.00027455538760498777
-c2n,0.0002717441543055204
Clc1ccc(,0.0002717441543055204
c2)ccc1,0.0002697890235622319
4CCCC4),0.00026967292141483396
s2,0.0002604745390161246
[C@H]5,0.0002602387564972855
n(-c2ccc(,0.00025952000904162076
C(OCC,0.00025183188585998844
COC(,0.00025183188585998844
=[N+],0.00024998146828295606
c3ncc(,0.00024998146828295606
[N-],0.00024998146828295606
C3)cc1,0.00024513318245455784
c4cc(Cl)cc,0.0002370590912206988
CS,0.00023586559350224085
c2cco,0.00023454306253392604
cc2)c1,0.00023289842324553608
N1C(=O),0.0002249767914057125
CCCNC(=O),0.00022345504613675667
Cc1nn(C),0.00021948384846599722
)cc12,0.00021948384846599722
sc3,0.00021915268673047592
CCc1cc(,0.0002121746439825345
c3[nH],0.0002067878902049112
C(C)C)cc1,0.00020226978241301736
cnc12,0.00020144578072473813
CC(C)C,0.00019972130807172986
cn4),0.00019802110351590933
n5,0.00019802110351590933
c4cc5,0.00019802110351590933
CC[C@@H]1,0.0001881050748619371
OCC(=O),0.00018393683638280982
c2ccccc2)c1,0.00018312467853708102
s2)cc1,0.00017276376275514565
CC(=O)N(C),0.00016623543475021975
cn2)c1,0.00015753287478817869
c2ccc(-,0.00012453190271586974
C)cc1,0.0001053253025935724
CC[C@H](O),0.0001053253025935724
COc1ccc(NC(=O),0.0001053253025935724
CN(C)C(=O),7.899423597495439e-05
nc2)cc1,7.017799738209705e-05
CCCS,6.666066927609506e-05
cn2)cc1,5.435390533377268e-05
C(=O)NC,3.758905003284195e-05
CCS,3.387938749722856e-05
SCC(=O)N,2.5255483333982624e-05
cn2),5.042487851789816e-06
